name,LG,cM
SG_3_038,3,54.7897063
SG_3_039,3,56.0139313
SG_3_040,3,59.0803563
SG_3_041,3,67.8235053
SG_3_042,3,76.3544503
SG_3_043,3,78.3651723
SG_3_044,3,79.8114473
SG_3_045,3,81.0781693
SG_3_046,3,82.1452623
SG_3_047,3,84.0918083
SG_3_048,3,86.9013143
SG_3_049,3,87.9021093
SG_3_050,3,91.6992093
SG_3_051,3,95.8172603
SG_3_052,3,102.2354433
SG_3_053,3,102.470612
SG_3_054,3,103.1546332
SG_3_055,3,107.6904132
SG_4_001,4,0
SG_4_002,4,9.270707
SG_4_003,4,11.407056
SG_4_004,4,14.18073
SG_4_005,4,16.703532
SG_4_006,4,17.047769
SG_4_007,4,17.8640283
SG_4_008,4,18.9445283
SG_4_009,4,21.3297513
SG_4_010,4,23.4168643
SG_4_011,4,27.1376893
SG_4_012,4,27.9992887
SG_4_013,4,29.5419497
SG_4_014,4,32.7136317
SG_4_015,4,34.6442257
SG_4_016,4,37.2597377
SG_4_017,4,40.5338637
SG_4_018,4,43.3657347
SG_4_019,4,43.6791246
SG_4_020,4,43.9315511
SG_4_021,4,44.9157649
SG_4_022,4,45.5027374
SG_4_023,4,45.8975151
SG_4_024,4,45.89817691
SG_4_025,4,48.24834591
SG_4_026,4,50.00489091
SG_4_027,4,50.34254351
SG_4_028,4,50.34269932
SG_4_029,4,52.29585032
SG_4_030,4,53.68398932
SG_4_031,4,54.63727152
SG_4_032,4,56.45156352
SG_4_033,4,57.95932852
SG_4_034,4,58.67445692
SG_4_035,4,59.26114922
SG_4_036,4,62.89934322
SG_4_037,4,65.83483522
SG_4_038,4,67.70208722
SG_4_039,4,68.34504242
SG_4_040,4,69.62788642
SG_4_041,4,69.62801945
SG_4_042,4,69.62815261
SG_4_043,4,69.89003771
SG_4_044,4,71.17900071
SG_4_045,4,71.17914259
SG_4_046,4,71.69207379
SG_4_047,4,73.80461379
SG_4_048,4,74.86633479
SG_4_049,4,75.70643709
SG_4_050,4,75.7073544
SG_4_051,4,77.2572634
SG_4_052,4,77.25756615
SG_4_053,4,78.52866915
SG_4_054,4,84.93813015
SG_4_055,4,94.94338015
SG_4_056,4,98.24371115
SG_4_057,4,99.59152715
SG_4_058,4,101.1425822
SG_4_059,4,101.5024576
SG_4_060,4,104.8163866
SG_4_061,4,107.3099056
SG_4_062,4,117.3657556
SG_4_063,4,127.1714846
SG_4_064,4,128.6789326
SG_4_065,4,132.4302966
SG_4_066,4,136.3556846
SG_4_067,4,137.083185
SG_4_068,4,137.0833275
SG_4_069,4,137.3356413
SG_4_070,4,137.3357752
SG_4_071,4,139.3269952
SG_4_072,4,141.0508442
SG_4_073,4,141.9246112
SG_4_074,4,147.9835142
SG_4_075,4,153.6001972
SG_4_076,4,155.1306732
SG_4_077,4,155.4565811
SG_4_078,4,156.7862391
SG_4_079,4,159.9133401
SG_4_080,4,162.0908471
SG_4_081,4,162.8705165
SG_4_082,4,163.3859708
SG_4_083,4,164.8579148
SG_4_084,4,165.6130529
SG_4_085,4,169.6055529
SG_4_086,4,173.1271249
SG_4_087,4,178.1697949
SG_4_088,4,180.8789859
SG_4_089,4,183.7314809
SG_4_090,4,185.5789629
SG_4_091,4,186.1266123
SG_4_092,4,188.3347523
SG_4_093,4,189.6881223
SG_4_094,4,190.3239866
SG_4_095,4,191.8239066
SG_4_096,4,194.2872046
SG_4_097,4,195.2389679
SG_4_098,4,199.9707079
SG_4_099,4,205.2782399
SG_4_100,4,205.9350259
SG_4_101,4,206.9426319
SG_4_102,4,208.0483569
SG_4_103,4,213.2674859
SG_4_104,4,219.0643899
SG_4_105,4,221.9719349
SG_4_106,4,224.2731769
SG_4_107,4,225.5760939
SG_4_108,4,225.5762705
SG_4_109,4,226.6173685
SG_4_110,4,228.8195455
SG_4_111,4,233.3017215
SG_4_112,4,235.2170115
SG_4_113,4,239.5415715
SG_4_114,4,241.0569835
SG_4_115,4,241.0571254
SG_4_116,4,241.0572588
SG_4_117,4,241.9085507
SG_4_118,4,243.3853037
SG_4_119,4,245.3192457
SG_4_120,4,246.0673013
SG_4_121,4,249.4797903
SG_4_122,4,253.6037213
SG_4_123,4,259.1727243
SG_4_124,4,262.1362483
SG_4_125,4,262.9719514
SG_4_126,4,264.4034524
SG_4_127,4,265.9096974
SG_4_128,4,266.196292
SG_4_129,4,266.4508028
SG_4_130,4,267.2157991
SG_4_131,4,268.0102191
SG_4_132,4,268.5662081
SG_4_133,4,271.2786441
SG_4_134,4,272.3774701
SG_4_135,4,273.6184581
SG_4_136,4,274.9345191
SG_4_137,4,276.3227171
SG_4_138,4,278.7387001
SG_4_139,4,280.2786631
SG_4_140,4,283.0069451
SG_4_141,4,284.1633351
SG_4_142,4,284.1646145
SG_4_143,4,285.2817475
SG_4_144,4,286.3991265
SG_4_145,4,287.3033592
SG_4_146,4,288.0794698
SG_4_147,4,288.5923373
SG_4_148,4,290.0010473
SG_4_149,4,290.3862631
SG_4_150,4,290.3867256
SG_4_151,4,291.1535643
SG_4_152,4,293.6411153
SG_4_153,4,295.0993843
SG_4_154,4,297.0061513
SG_4_155,4,299.3830813
SG_4_156,4,299.8393954
SG_4_157,4,299.8531576
SG_4_158,4,301.8113656
SG_4_159,4,305.1929716
SG_4_160,4,307.2966296
SG_4_161,4,312.8669436
SG_4_162,4,316.9856646
SG_4_163,4,318.2903656
SG_4_164,4,322.3468576
SG_4_165,4,328.6408956
SG_4_166,4,334.8480396
SG_4_167,4,344.1184136
SG_4_168,4,356.1262636
SG_4_169,4,372.3451336
SG_4_170,4,384.3958736
SG_5_001,5,0
SG_5_002,5,5.375720277
SG_5_003,5,7.912248512
SG_5_004,5,9.030316953
SG_5_005,5,10.95682488
SG_5_006,5,11.21054513
SG_5_007,5,11.21269811
SG_5_008,5,14.4721326
SG_5_009,5,16.25496711
SG_5_010,5,17.23321085
SG_5_011,5,19.70713189
SG_5_012,5,21.72855268
SG_5_013,5,22.02210018
SG_5_014,5,22.39739489
SG_5_015,5,22.39989184
SG_5_016,5,25.53124308
SG_5_017,5,27.2108699
SG_5_018,5,27.86275887
SG_5_019,5,28.37932855
SG_5_020,5,30.5128827
SG_5_021,5,32.32230483
SG_5_022,5,33.51252399
SG_5_023,5,34.74768499
SG_5_024,5,34.7774885
SG_5_025,5,35.09656404
SG_5_026,5,39.15913598
SG_5_027,5,46.11479605
SG_5_028,5,51.00707295
SG_5_029,5,53.19502836
SG_5_030,5,57.85905704
SG_5_031,5,62.8028159
SG_5_032,5,64.40679674
SG_5_033,5,70.85771579
SG_5_034,5,78.7550081
SG_5_035,5,80.12215046
SG_5_036,5,84.01519142
SG_5_037,5,88.60496394
SG_5_038,5,89.66039908
SG_5_039,5,92.86774952
SG_5_040,5,94.71263188
SG_5_041,5,95.96836243
SG_5_042,5,104.1202127
SG_5_043,5,110.3943292
SG_5_044,5,114.0670277
SG_5_045,5,121.3108934
SG_5_046,5,128.4764071
SG_5_047,5,132.312668
SG_5_048,5,134.1181567
SG_5_049,5,134.1206694
SG_5_050,5,134.1227956
SG_5_051,5,134.3401227
SG_5_052,5,134.34461
SG_5_053,5,136.6156501
SG_5_054,5,140.0319385
SG_5_055,5,144.3173307
SG_5_056,5,149.2270262
SG_5_057,5,154.595759
SG_5_058,5,162.0824972
SG_5_059,5,163.509814
SG_5_060,5,168.2828521
SG_5_061,5,176.6193201
SG_5_062,5,185.1736256
SG_5_063,5,191.2652269
SG_5_064,5,192.781681
SG_5_065,5,193.9658411
SG_5_066,5,197.6969222
SG_5_067,5,200.4881265
SG_5_068,5,201.0803788
SG_5_069,5,204.260974
SG_5_070,5,207.2566819
SG_5_071,5,208.8803984
SG_5_072,5,208.8883014
SG_5_073,5,210.2259144
SG_5_074,5,212.0579328
SG_5_075,5,214.6095923
SG_5_076,5,215.6672054
SG_5_077,5,217.1404879
SG_5_078,5,226.1637147
SG_5_079,5,233.8903753
SG_5_080,5,242.8999176
SG_5_081,5,248.6897161
SG_5_082,5,252.3609162
SG_5_083,5,253.5849898
SG_5_084,5,256.6783231
SG_5_085,5,259.2442479
SG_5_086,5,260.1477141
SG_5_087,5,260.6766247
SG_5_088,5,263.5393564
SG_5_089,5,264.4988093
SG_5_090,5,266.649104
SG_5_091,5,269.3999854
SG_5_092,5,270.1657853
SG_5_093,5,270.3971774
SG_5_094,5,271.5611576
SG_5_095,5,273.1284809
SG_5_096,5,285.2927282
SG_5_097,5,294.340458
SG_5_098,5,296.6860247
SG_5_099,5,298.2902706
SG_5_100,5,299.3079776
SG_5_101,5,303.2551397
SG_5_102,5,306.6252594
SG_5_103,5,308.8103089
SG_5_104,5,312.5198694
SG_5_105,5,313.5980503
SG_5_106,5,314.9990809
SG_5_107,5,316.9134649
SG_5_108,5,318.7658744
SG_5_109,5,320.2581053
SG_5_110,5,321.5393126
SG_5_111,5,322.1883966
SG_5_112,5,325.0138271
SG_5_113,5,327.4950614
SG_5_114,5,328.939899
SG_5_115,5,329.5868789
SG_5_116,5,329.5898273
SG_5_117,5,330.2126752
SG_5_118,5,332.8866109
SG_5_119,5,336.2425454
SG_5_120,5,340.1095141
SG_5_121,5,346.1853914
SG_5_122,5,360.5712476
SG_6_001,6,0
SG_6_002,6,13.53752006
SG_6_003,6,23.15521415
SG_6_004,6,29.68941042
SG_6_005,6,31.77693604
SG_6_006,6,32.82493488
SG_6_007,6,35.27007451
SG_6_008,6,35.64219345
SG_6_009,6,36.86585166
SG_6_010,6,38.08208265
SG_6_011,6,38.2643649
SG_6_012,6,44.36892566
SG_6_013,6,48.42283666
SG_6_014,6,52.46724277
SG_6_015,6,55.38458251
SG_6_016,6,57.10814257
SG_6_017,6,60.6206064
SG_6_018,6,62.8651341
SG_6_019,6,68.53103535
SG_6_020,6,75.22157249
SG_6_021,6,76.80271598
SG_6_022,6,76.81178152
SG_6_023,6,81.29724838
SG_6_024,6,86.83269806
SG_6_025,6,90.17997417
SG_6_026,6,92.32848256
SG_6_027,6,94.30632937
SG_6_028,6,95.14647567
SG_6_029,6,95.16405568
SG_6_030,6,98.2896693
SG_6_031,6,100.20817
SG_6_032,6,101.7962297
SG_6_033,6,105.057715
SG_6_034,6,108.675386
SG_6_035,6,113.6701092
SG_6_036,6,115.248354
SG_6_037,6,123.3918244
SG_6_038,6,125.9812733
SG_6_039,6,130.0035443
SG_6_040,6,134.0736087
SG_6_041,6,137.559777
SG_6_042,6,137.6417582
SG_6_043,6,139.8791472
SG_6_044,6,140.859802
SG_6_045,6,141.4148007
SG_6_046,6,143.8663167
SG_6_047,6,144.2600167
SG_6_048,6,148.4997329
SG_6_049,6,152.9738563
SG_6_050,6,157.9972997
SG_6_051,6,162.8991679
SG_6_052,6,164.8427041
SG_6_053,6,165.1027761
SG_6_054,6,166.0636152
SG_6_055,6,166.7536574
SG_6_056,6,167.6826985
SG_6_057,6,169.8325828
SG_6_058,6,174.4804404
SG_6_059,6,179.3730189
SG_6_060,6,186.5343065
SG_6_061,6,190.035078
SG_6_062,6,192.0976125
SG_6_063,6,195.4866273
SG_6_064,6,199.1631212
SG_6_065,6,203.6104535
SG_6_066,6,205.2958782
SG_6_067,6,206.5072064
SG_6_068,6,207.8264736
SG_6_069,6,212.79679
SG_6_070,6,215.0716015
SG_6_071,6,215.5071764
SG_6_072,6,216.3738866
SG_6_073,6,218.2946123
SG_6_074,6,224.353036
SG_6_075,6,231.2486267
SG_6_076,6,233.6596308
SG_6_077,6,234.2024356
SG_6_078,6,234.7796791
SG_6_079,6,235.0773106
SG_6_080,6,237.9854112
SG_6_081,6,241.231574
SG_6_082,6,246.5229446
SG_6_083,6,251.8768614
SG_6_084,6,254.3962201
SG_6_085,6,254.3990753
SG_6_086,6,255.8056312
SG_6_087,6,256.6722132
SG_6_088,6,257.5578382
SG_6_089,6,261.4249413
SG_6_090,6,262.9215675
SG_6_091,6,263.5066296
SG_6_092,6,265.1623258
SG_6_093,6,267.8387623
SG_6_094,6,271.0578386
SG_6_095,6,274.3555865
SG_6_096,6,274.9747664
SG_6_097,6,275.9681456
SG_6_098,6,275.9711057
SG_6_099,6,280.0268386
SG_6_100,6,284.4436653
SG_6_101,6,285.1892183
SG_6_102,6,288.1092371
SG_6_103,6,291.1932282
SG_6_104,6,293.0451405
SG_6_105,6,294.3392761
SG_6_106,6,294.434773
SG_6_107,6,298.4206894
SG_6_108,6,305.2193822
SG_6_109,6,312.0664235
SG_6_110,6,315.3281455
SG_6_111,6,318.6276566
SG_6_112,6,324.2476213
SG_6_113,6,327.9484856
SG_6_114,6,331.1991372
SG_6_115,6,334.3264017
SG_6_116,6,335.8100044
SG_6_117,6,338.2192013
SG_6_118,6,342.1132855
SG_6_119,6,344.2082271
SG_6_120,6,344.5318222
SG_6_121,6,345.8112173
SG_6_122,6,346.7307303
SG_6_123,6,347.715879
SG_6_124,6,349.4331937
SG_6_125,6,351.5477925
SG_6_126,6,352.6564605
SG_6_127,6,353.8399574
SG_6_128,6,356.8829429
SG_6_129,6,360.7537141
SG_6_130,6,366.6695596
SG_6_131,6,374.3373173
SG_6_132,6,375.9343777
SG_6_133,6,378.7891528
SG_6_134,6,381.556636
SG_6_135,6,397.6903229
SG_6_136,6,411.9348734
SG_6_137,6,416.3620729
SG_6_138,6,421.0837919
SG_6_139,6,422.7847591
SG_6_140,6,429.4052275
SG_6_141,6,436.125595
SG_6_142,6,439.999432
SG_6_143,6,442.907697
SG_6_144,6,443.4201964
SG_6_145,6,445.7673915
SG_6_146,6,446.7571323
SG_6_147,6,448.8067661
SG_6_148,6,453.1514769
SG_6_149,6,455.5836098
SG_6_150,6,457.2196332
SG_6_151,6,462.709475
SG_7_001,7,0
SG_7_002,7,10.99372
SG_7_003,7,16.708912
SG_7_004,7,20.150428
SG_7_005,7,26.248536
SG_7_006,7,30.118663
SG_7_007,7,36.610184
SG_7_008,7,38.973174
SG_7_009,7,40.810533
SG_7_010,7,41.2132781
SG_7_011,7,43.5140391
SG_7_012,7,45.5157841
SG_7_013,7,47.0528671
SG_7_014,7,48.7691211
SG_7_015,7,51.5783291
SG_7_016,7,54.1845451
SG_7_017,7,55.9604841
SG_7_018,7,58.1108521
SG_7_019,7,58.1108521
SG_7_020,7,61.7097401
SG_7_021,7,67.2974511
SG_7_022,7,68.6700001
SG_7_023,7,70.5550511
SG_7_024,7,74.3453971
SG_7_025,7,79.0047431
SG_7_026,7,87.0049481
SG_7_027,7,99.3523981
SG_7_028,7,103.9079181
SG_7_029,7,105.2661871
SG_7_030,7,107.2063171
SG_7_031,7,108.1702156
SG_7_032,7,111.3315576
SG_7_033,7,117.7446046
SG_7_034,7,118.6089336
SG_7_035,7,123.7221866
SG_7_036,7,124.1865973
SG_7_037,7,126.8514043
SG_7_038,7,128.5875143
SG_7_039,7,131.7262063
SG_7_040,7,133.6392573
SG_7_041,7,138.3793673
SG_7_042,7,149.8193973
SG_7_043,7,160.2685973
SG_7_044,7,161.7684623
SG_7_045,7,163.8073743
SG_7_046,7,165.2968223
SG_7_047,7,166.3299663
SG_7_048,7,167.3920063
SG_7_049,7,168.1889743
SG_7_050,7,171.1199833
SG_7_051,7,172.1868123
SG_7_052,7,176.0997993
SG_7_053,7,176.0997993
SG_7_054,7,176.3693724
SG_7_055,7,177.3742524
SG_7_056,7,179.6322524
SG_7_057,7,184.6994834
SG_7_058,7,190.7727924
SG_7_059,7,196.8618834
SG_7_060,7,203.1708274
SG_8_001,8,0
SG_8_002,8,14.99707
SG_8_003,8,15.0020649
SG_8_004,8,19.9832939
SG_8_005,8,22.7122049
SG_8_006,8,22.71234007
SG_8_007,8,23.03197197
SG_8_008,8,23.47456997
SG_8_009,8,23.47470269
SG_8_010,8,23.76270049
SG_8_011,8,29.02766249
SG_8_012,8,32.88460349
SG_8_013,8,34.68428749
SG_8_014,8,36.46434649
SG_8_015,8,39.11969449
SG_8_016,8,42.59411249
SG_8_017,8,44.63400949
SG_8_018,8,47.48292749
SG_8_019,8,50.37301549
SG_8_020,8,54.19623749
SG_8_021,8,54.42712839
SG_8_022,8,54.43128685
SG_8_023,8,54.99305895
SG_8_024,8,54.99332654
SG_8_025,8,56.90969854
SG_8_026,8,63.38155254
SG_8_027,8,71.00264054
SG_8_028,8,76.49954654
SG_8_029,8,81.72249054
SG_8_030,8,86.40468154
SG_8_031,8,91.11960754
SG_8_032,8,98.65304854
SG_8_033,8,101.5534375
SG_8_034,8,102.4926414
SG_8_035,8,102.8294042
SG_8_036,8,103.8509372
SG_8_037,8,105.3670892
SG_8_038,8,106.0727067
SG_8_039,8,109.5912677
SG_8_040,8,117.3414847
SG_8_041,8,125.8401117
SG_8_042,8,133.4476807
SG_8_043,8,139.7070787
SG_8_044,8,140.9513967
SG_8_045,8,143.9387117
SG_8_046,8,147.5434927
SG_8_047,8,150.3641497
SG_8_048,8,163.1028797
SG_8_049,8,175.4475897
SG_8_050,8,183.8943097
SG_8_051,8,192.3001307
SG_8_052,8,194.4727547
SG_8_053,8,197.4602917
SG_8_054,8,199.5188457
SG_8_055,8,199.5342731
SG_8_056,8,203.7933601
SG_8_057,8,207.0040231
SG_8_058,8,207.7865826
SG_8_059,8,208.9226706
SG_8_060,8,209.6147459
SG_8_061,8,212.9364719
SG_8_062,8,216.2581999
SG_8_063,8,216.2583132
SG_8_064,8,218.6650792
SG_8_065,8,219.9548062
SG_8_066,8,221.2446452
SG_8_067,8,227.8069952
SG_8_068,8,235.4486712
SG_8_069,8,240.0297962
SG_8_070,8,244.2200642
SG_8_071,8,248.1329882
SG_8_072,8,251.1648692
SG_8_073,8,254.8083702
SG_8_074,8,262.0397712
